,copyright,num_results,results,status
167,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-10T08:01:38.222Z', 'recurring_start_date': '2016-06-13T04:00:00.164Z', 'web_description': '<p>(R, 2:14) This worthy sequel reunites Vera Farmiga and Patrick Wilson as the real-life paranormal investigators Lorraine and Ed Warren. This time they&#8217;re looking into mysterious goings-on in a house in London. James Wan again directs and serves up some good scares, and a youngster named Madison Wolfe gives an attention-getting performance as a possessed child.</p>', 'event_name': '‘The Conjuring 2’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/the-conjuring-2-31904.html', 'event_id': 31904, 'long_running_show': False, 'critic_name': 'Neil Genzlinger', 'times_pick': True, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 35364, 'previews_and_openings': False}",OK
168,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-10T08:00:33.222Z', 'recurring_start_date': '2016-06-07T04:00:00.158Z', 'web_description': '<p>(No rating, 1:29) The 1964 murder of Catherine Genovese, called Kitty, in Queens caused international outrage after a front-page article in The New York Times said 38 people had witnessed her murder and failed to act. This seamless documentary traces the yearslong efforts of Ms. Genovese&#8217;s brother Bill to get to the bottom of what actually happened. Not merely a &#8220;Rashomon&#8221;-like account of events, the film is also a compelling portrait of a man striving to come to grips with loss.</p>', 'event_name': '‘The Witness’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/the-witness-31817.html', 'event_id': 31817, 'long_running_show': False, 'critic_name': 'Andy Webster', 'times_pick': True, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 35289, 'previews_and_openings': False}",OK
169,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-10T07:57:20.222Z', 'recurring_start_date': '2016-07-19T04:00:00.2Z', 'web_description': '<p>(No rating, 1:32) There are lessons about creativity and longevity in this assured documentary portrait by Heidi Ewing and Rachel Grady of Mr. Lear, the influential and socially minded 1970s sitcom producer. In struggles between Mr. Lear and Esther Rolle &#8212; the &#8220;Good Times&#8221; star who took umbrage at the show&#8217;s tag line, &#8220;Dy-no-mite!&#8221; &#8212; we are reminded that effective topical entertainment rarely comes without conflict. But then, do you know how hard it is &#8220;to make people laugh, to tackle big issues and get big ratings?&#8221; asks Amy Poehler, a Lear admirer. &#8220;It&#8217;s so hard that people don&#8217;t do it anymore.&#8221;</p>', 'event_name': '‘Norman Lear: Just Another Version of You’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/norman-lear-just-another-version-of-you-32285.html', 'event_id': 32285, 'long_running_show': False, 'critic_name': 'Andy Webster', 'times_pick': True, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 35783, 'previews_and_openings': False}",OK
170,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:57:02.222Z', 'recurring_start_date': '2016-06-21T04:00:00.172Z', 'date_time_description': 'through Sept. 18', 'long_running_show': False, 'cross_street': 'between Fifth Avenue and Avenue of the Americas', 'venue_detail_url': 'http://nytimes.com/events/venues/museum-of-modern-art-297.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/museum-of-modern-art-dadaglobe-reconstructed-31959.html', 'event_id': 31959, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35458, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.977621', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>In 1920, the Romanian poet and gadfly Tristan Tzara made plans for a worldwide publication featuring the art of Dada, the convention-busting movement that arose from the senselessness of World War I. The anthology never materialized, but this sparky show, first seen at the Kunsthaus Zurich and accompanied by a landmark catalog, reassembles the drawings, reproductions and wacky head shots that Dadaists like Francis Picabia, Marcel Duchamp and Sophie Taeuber-Arp contributed to it. (There&#8217;s also fascinating correspondence and ephemera, plus photographs of knees-up parties; at one, Tzara appears in black tie with the word Dada scrawled across his forehead.) For the Dadaists, art wasn&#8217;t a matter of placing discrete objects in museums, but circulating ideas and images across new, international media networks. It is an aim as fresh today as it was a century ago.</p>', 'event_name': 'Museum of Modern Art: ‘Dadaglobe Reconstructed’', 'neighborhood': 'Midtown', 'telephone': '212-708-9400', 'postal_code': '10019', 'venue_website': 'moma.org', 'critic_name': 'Jason Farago', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-18T04:00:00.261Z', 'free': False, 'street_address': '11 West 53rd Street', 'venue_name': 'Museum of Modern Art', 'geocode_latitude': '40.761401'}",OK
171,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:52:55.222Z', 'recurring_start_date': '2016-03-21T04:00:00.8Z', 'date_time_description': 'through Oct. 23', 'long_running_show': False, 'cross_street': 'at Fifth Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/cooper-hewitt-smithsonian-design-museum-115.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/cooper-hewitt-smithsonian-design-museum-thom-browne-selects-30901.html', 'event_id': 30901, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 34275, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.958244', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>This featherweight exhibition is not a showcase of the American fashion designer Thom Browne&#8217;s clothing. Instead, four dozen pairs of nickel-dunked shoes sit amid 50 mirrors and frames from the 18th to 20th centuries &#8212; which you will not be able to study or even see, thanks to a barrier of the sort blocking entry to museum period rooms. It&#8217;s not a crime every once in a while to subordinate works of art into an outsider&#8217;s totalizing vision, but you&#8217;d wish the museum&#8217;s collection had a more honorable role to play than props for such a frivolous hall of mirrors.</p>', 'event_name': 'Cooper Hewitt, Smithsonian Design Museum: ‘Thom Browne Selects’', 'neighborhood': 'Upper East Side', 'telephone': '212-849-8400', 'postal_code': '10128', 'venue_website': 'cooperhewitt.org', 'critic_name': 'Jason Farago', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-10-23T04:00:00.296Z', 'free': False, 'street_address': '2 East 91st Street', 'venue_name': 'Cooper Hewitt, Smithsonian Design Museum', 'geocode_latitude': '40.784376'}",OK
172,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-10T07:52:01.222Z', 'recurring_start_date': '2016-07-19T04:00:00.2Z', 'web_description': '<p>(PG, 1:24) An attractively designed but conceptually and emotionally piddling French animated film from the makers of &#8220;A Cat in Paris&#8221; concerns the adventures of a sickly adolescent New York boy who can travel outside his physical body, the better to observe nefarious criminals and their evil schemes.</p>', 'event_name': '‘Phantom Boy’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/phantom-boy-32288.html', 'event_id': 32288, 'long_running_show': False, 'critic_name': 'Glenn Kenny', 'times_pick': False, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 35784, 'previews_and_openings': False}",OK
173,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:51:59.222Z', 'recurring_start_date': '2015-08-05T04:00:00.216Z', 'date_time_description': 'continuing', 'long_running_show': False, 'cross_street': 'at East 103rd Street', 'venue_detail_url': 'http://nytimes.com/events/venues/museum-of-the-city-of-new-york-487.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/museum-of-the-city-of-new-york-activist-new-york-27193.html', 'event_id': 27193, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 30440, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.951905', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>With a focus on activist tactics from the 17th century to the present, this exhibition &#8212; designed by the firm Pentagram &#8212; is a room-size onslaught of sensory stimulation, complete with videos, graphics and text. Told through 14 &#8220;moments&#8221; in New York activism, it includes a facsimile of the Flushing Remonstrance (1657), a petition for religious tolerance given to Peter Stuyvesant, director general of the settlement, as well as contemporaneous objects, like a Dutch tobacco box, a Bible and &#8220;Meet the Activists&#8221; kiosks adjacent to each display, which identify activist groups working in the present.</p>', 'event_name': 'Museum of the City of New York: ‘Activist New York’', 'neighborhood': 'East Harlem', 'telephone': '212-534-1672', 'postal_code': '10029', 'venue_website': 'mcny.org', 'critic_name': 'Martha Schwendener', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'free': False, 'street_address': '1220 Fifth Avenue', 'venue_name': 'Museum of the City of New York', 'geocode_latitude': '40.792495'}",OK
174,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:50:30.222Z', 'recurring_start_date': '2015-11-18T05:00:00.321Z', 'date_time_description': 'through May 14, 2017', 'long_running_show': False, 'cross_street': 'at East 82nd Street', 'venue_detail_url': 'http://nytimes.com/events/venues/metropolitan-museum-of-art-279.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/metropolitan-museum-of-art-celebrating-the-arts-of-japan-the-mary-griggs-burke-collection-29119.html', 'event_id': 29119, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 32242, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.961858', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>This lavish collection of 160 objects came to the Met from the Mary and Jackson Burke Foundation in early 2015. The Burkes loved Japanese art &#8212; all of it &#8212; and the exhibition is close to compendious in terms of media, from wood-carved Buddhas to bamboo baskets, with a particular strength in painting, early and late. The quality of the work? Japan thinks highly enough of it to have made the Burke holdings the first Japanese collection from abroad ever to show at Tokyo National Museum.</p>', 'event_name': 'Metropolitan Museum of Art: ‘Celebrating the Arts of Japan: The Mary Griggs Burke Collection’', 'neighborhood': 'Upper East Side', 'telephone': '212-535-7710', 'postal_code': '10028', 'venue_website': 'metmuseum.org', 'critic_name': 'Holland Cotter', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2017-05-14T04:00:00.133Z', 'free': False, 'street_address': 'Fifth Avenue', 'venue_name': 'Metropolitan Museum of Art', 'geocode_latitude': '40.779574'}",OK
175,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:46:04.222Z', 'recurring_start_date': '2016-05-23T04:00:00.143Z', 'date_time_description': 'continuing', 'long_running_show': False, 'cross_street': 'Prospect Park, at Washington Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/brooklyn-museum-77.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/brooklyn-museum-reinstallation-31626.html', 'event_id': 31626, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35071, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.963287', 'festival': False, 'borough': 'Brooklyn', 'web_description': '<p>Brooklyn Museum&#8217;s new director, Anne Pasternak, has wasted no time in putting her mark on the presentation of the institution&#8217;s permanent collection. Under her auspices, an important section of the Egyptian galleries has been visually streamlined and the European paintings collection organized by theme. More important, the American collection has been made emphatically Pan-American, and true histories, many of them not beautiful, have begun to be told. This museum has always had the potential to be New York City&#8217;s great alternative encyclopedic space, the un-Met. Maybe it is now on its way to achieving that goal.</p>', 'event_name': 'Brooklyn Museum Reinstallation', 'neighborhood': 'Prospect Heights', 'telephone': '718-638-5000', 'postal_code': '11238', 'venue_website': 'brooklynmuseum.org', 'critic_name': 'Holland Cotter', 'recur_days': ['wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'Brooklyn', 'free': False, 'street_address': '200 Eastern Parkway', 'venue_name': 'Brooklyn Museum', 'geocode_latitude': '40.671647'}",OK
176,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:42:54.222Z', 'recurring_start_date': '2016-06-06T04:00:00.157Z', 'date_time_description': 'through Sept. 18', 'long_running_show': False, 'cross_street': 'at East 36th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/morgan-library-and-museum-291.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/morgan-library-and-museum-rembrandts-first-masterpiece-31832.html', 'event_id': 31832, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35270, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.981526', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>In 1629, after some years of apprenticeship, the young Rembrandt finished what many experts consider his first painting in his resolved and distinctive style. Titled &#8220;Judas Returning the Thirty Pieces of Silver,&#8221; it was certainly powerful in ways that his great work would be, with its operatic, Verdian largeness of gesture, its sense for light as both specific and cosmic, and its piercing, unembarrassable instinct for human emotion. Now in a British private collection, the picture is visiting New York for the first time, and has been surrounded at the Morgan Library with a wealth of the artist&#8217;s prints and drawings.</p>', 'event_name': 'Morgan Library & Museum: ‘Rembrandt’s First Masterpiece’', 'neighborhood': 'Midtown South', 'telephone': '212-685-0008', 'postal_code': '10016', 'venue_website': 'themorgan.org', 'critic_name': 'Holland Cotter', 'recur_days': ['tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-18T04:00:00.261Z', 'free': False, 'street_address': '225 Madison Avenue', 'venue_name': 'Morgan Library & Museum', 'geocode_latitude': '40.749216'}",OK
177,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:42:16.222Z', 'recurring_start_date': '2016-06-21T04:00:00.172Z', 'date_time_description': 'through Sept. 25', 'long_running_show': False, 'cross_street': 'Washington Street', 'venue_detail_url': 'http://nytimes.com/events/venues/whitney-museum-of-american-art-434.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/whitney-museum-of-american-art-danny-lyon-message-to-the-future-31960.html', 'event_id': 31960, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35457, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-74.008876', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>This engrossing exhibition presents about 175 pictures by a photographer who became famous in the 1960s and early &#8217;70s for images of civil rights strife in the American South; a Chicago motorcycle gang; and prisoners in the Texas penal system. Equally compelling are three films, the most riveting of which is &#8220;Willie&#8221; (1985), an 82-minute documentary in color and black-and-white about a hapless prison recidivist named Willie Jaramillo.</p>', 'event_name': 'Whitney Museum of American Art: ‘Danny Lyon: Message to the Future’', 'neighborhood': 'West Village', 'telephone': '212-570-3600', 'postal_code': '10014', 'venue_website': 'whitney.org', 'critic_name': 'Ken Johnson', 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-25T04:00:00.268Z', 'free': False, 'street_address': '99 Gansevoort Street', 'venue_name': 'Whitney Museum of American Art', 'geocode_latitude': '40.739633'}",OK
178,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:38:15.222Z', 'recurring_start_date': '2016-08-01T04:00:00.213Z', 'date_time_description': 'through Sept. 18', 'long_running_show': False, 'geocode_latitude': '40.7380161', 'event_detail_url': 'http://nytimes.com/events/art/galleries-other/persons-of-interest-32459.html', 'event_id': 32459, 'previews_and_openings': False, 'times_pick': True, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'category': 'Art', 'subcategory': 'Galleries: Other', 'geocode_longitude': '-74.00111040000002', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Organized by the artist Sam Gordon at an independent bookstore and gallery housed on the premises of the Lesbian, Gay, Bisexual and Transgender Community Center, this group exhibition is drawn from the archives of Visual AIDS, an organization that preserves, supports and promotes the work of H.I.V.-positive artists. As its title suggests, the show is very much about faces and personalities, and the range, past, present and emerging, is a thrill. In addition, at 3 p.m. on Saturday, Visual AIDS will present &#8220;Last Address Tribute Walk,&#8221; a series of readings and performances at the Lower East Side residential addresses of five artists who died of causes related to H.I.V. and AIDS: Valerie Caris Blitz, Nicolas Moufarrege, David Nelson, Klaus Nomi and Martin Wong. The walk will begin at SVA Theater, 333 West 23rd Street. More information at&#160;visualaids.org.</p>', 'event_name': '‘Persons of Interest’', 'neighborhood': 'West Village', 'telephone': '646-457-0859', 'postal_code': '10011', 'venue_website': 'bgsqd.com', 'critic_name': 'Holland Cotter', 'recur_days': ['wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-18T04:00:00.261Z', 'free': False, 'street_address': '208 West 13th Street', 'venue_name': 'BGSQD @ The Center', 'event_schedule_id': 35917}",OK
179,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:31:34.222Z', 'recurring_start_date': '2016-08-01T04:00:00.213Z', 'date_time_description': 'through Sept. 25', 'long_running_show': False, 'cross_street': 'near Grand Street', 'venue_detail_url': 'http://nytimes.com/events/venues/leslie-lohman-museum-of-gay-and-lesbian-art-833.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/leslie-lohman-museum-of-gay-and-lesbian-art-a-deeper-dive-32452.html', 'event_id': 32452, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35916, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-74.003078', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>A supplement to &#8220;Art AIDS America&#8221; at the Bronx Museum of the Arts, this smaller show gives an expanded look at eight of its artists and, through them, suggests various strategies by which H.I.V. and AIDS as subjects have been introduced into art without being overtly stated. Some of the participants are firmly on the art-world radar; others not. The show is particularly valuable for revisiting the work of Ann P. Meredith who, early on, traveled the United States documenting the lives of women living with H.I.V. and AIDS.</p>', 'event_name': 'Leslie-Lohman Museum of Gay and Lesbian Art: ‘A Deeper Dive’', 'neighborhood': 'SoHo', 'telephone': '212-431-2609', 'postal_code': '10013', 'venue_website': 'leslielohman.org', 'critic_name': 'Holland Cotter', 'recur_days': ['tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-09-25T04:00:00.268Z', 'free': False, 'street_address': '26 Wooster Street', 'venue_name': 'Leslie Lohman Museum of Gay and Lesbian Art', 'geocode_latitude': '40.721614'}",OK
180,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:30:34.222Z', 'recurring_start_date': '2016-08-01T04:00:00.213Z', 'date_time_description': 'through Oct. 23', 'long_running_show': False, 'cross_street': 'at 165th Street', 'venue_detail_url': 'http://nytimes.com/events/venues/bronx-museum-of-the-arts-68.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/bronx-museum-of-the-arts-art-aids-america-32449.html', 'event_id': 32449, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 35914, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.920088', 'festival': False, 'borough': 'The Bronx', 'web_description': '<p>We&#8217;ve had a very long wait for a mainstream museum in the United States to organize a major survey of work produced in response to the AIDS pandemic, past and continuing. &#8220;Art AIDS America&#8221; at the Bronx Museum of the Arts isn&#8217;t exactly the show we&#8217;ve been looking for: It lacks focus, relies too heavily on canonical names and includes far too few African-American artists. But it&#8217;s well worth a visit for dynamic individual works, and as a reminder of what art can do: broadcast or insinuate messages into the larger culture, embody complex truths, absorb fear, preserve memory.</p>', 'event_name': 'Bronx Museum of the Arts: ‘Art AIDS America’', 'neighborhood': 'Concourse', 'telephone': '718-681-6000', 'postal_code': '10456', 'venue_website': 'bronxmuseum.org', 'critic_name': 'Holland Cotter', 'recur_days': ['wed', 'thu', 'fri', 'sat', 'sun'], 'city': 'Bronx', 'recurring_end_date': '2016-10-23T04:00:00.296Z', 'free': False, 'street_address': '1040 Grand Concourse', 'venue_name': 'Bronx Museum of the Arts', 'geocode_latitude': '40.830969'}",OK
181,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:20:15.222Z', 'recurring_start_date': '2016-08-11T04:00:00.223Z', 'date_time_description': 'through Oct. 30', 'long_running_show': False, 'cross_street': 'near Seventh Avenue', 'venue_detail_url': 'http://nytimes.com/events/venues/studio-museum-in-harlem-399.html', 'event_detail_url': 'http://nytimes.com/events/art/museums/studio-museum-in-harlem-alma-thomas-32550.html', 'event_id': 32550, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 36058, 'category': 'Art', 'subcategory': 'Museums', 'geocode_longitude': '-73.947723', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>Alma Thomas (1891-1978) had one of the great, late-blooming careers in American art. It was only after retiring from teaching middle school at 69 that she was able to devote herself full time to painting. In the ensuing 18 years she produced the body of work for which she would be justly celebrated, a stream of vividly colorful paintings made of loosely applied patches configured in irregular grids and concentric circles. Twenty paintings on canvas and about three dozen works on paper in this undersized show give a taste of the full-scale museum retrospective she deserves.</p>', 'event_name': 'Studio Museum in Harlem: ‘Alma Thomas’', 'neighborhood': 'Harlem', 'telephone': '212-864-4500', 'postal_code': '10027', 'venue_website': 'studiomuseum.org', 'critic_name': 'Ken Johnson', 'recur_days': ['thu', 'fri', 'sat', 'sun'], 'city': 'New York', 'recurring_end_date': '2016-10-30T04:00:00.303Z', 'free': False, 'street_address': '144 West 125th Street', 'venue_name': 'Studio Museum in Harlem', 'geocode_latitude': '40.808241'}",OK
182,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'last_modified': '2016-08-10T07:12:22.222Z', 'recurring_start_date': '2016-08-07T04:00:00.219Z', 'date_time_description': 'through Sept. 25', 'long_running_show': True, 'cross_street': 'between Eighth and Ninth Avenues', 'venue_detail_url': 'http://nytimes.com/events/venues/st-lukes-theater-105.html', 'event_detail_url': 'http://nytimes.com/events/theater/off-broadway/black-angels-over-tuskegee-127.html', 'event_id': 127, 'previews_and_openings': False, 'times_pick': False, 'last_chance': False, 'state': 'NY', 'kid_friendly': False, 'event_schedule_id': 323, 'category': 'Theater', 'subcategory': 'Off Broadway', 'geocode_longitude': '-73.98874139999998', 'festival': False, 'borough': 'Manhattan', 'web_description': '<p>The tear-jerker story of these trailblazing African-American pilots (2:30).</p>', 'event_name': '‘Black Angels Over Tuskegee’', 'neighborhood': 'Clinton', 'telephone': '212-239-6200', 'postal_code': '10036', 'venue_website': 'telecharge.com', 'theater_ticket_url': 'http://www.telecharge.com/go.aspx?MD=1001&PID=8166&AID=AFF000006400&BID=5', 'critic_name': 'Jason Zinoman', 'recur_days': ['sun'], 'city': 'New York', 'recurring_end_date': '2016-09-25T04:00:00.268Z', 'free': False, 'street_address': '308 West 46th Street', 'venue_name': ""St. Luke's Theater"", 'geocode_latitude': '40.7598359', 'theater_overview_url': 'http://www.nytimes.com/theater/show/24868/Black-Angels-Over-Tuskegee/overview'}",OK
183,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-09T10:29:38.221Z', 'recurring_start_date': '2016-08-08T04:00:00.22Z', 'web_description': '<p>This documentary, using footage shot amid operations by a National Guard unit in Afghanistan in 2011, is both frightening to watch and hard to look away from.</p>', 'event_name': '‘Citizen Soldier’\r\n', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/citizen-soldier-32532.html', 'event_id': 32532, 'long_running_show': False, 'critic_name': 'Ken Jaworowski', 'times_pick': False, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 35994, 'previews_and_openings': False}",OK
184,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-09T10:28:14.221Z', 'recurring_start_date': '2016-08-09T04:00:00.221Z', 'web_description': '<p>(No rating, 1:20, in Spanish) This modest charmer from Argentina, about an economist (Alan Sabbagh) who returns to the traditionally Jewish Buenos Aires neighborhood of his youth, breathes considerable life into the rather trite scenario of a man discovering his religious roots.&#160;</p>', 'event_name': '‘The Tenth Man’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/the-tenth-man-32531.html', 'event_id': 32531, 'long_running_show': False, 'critic_name': 'Ben Kenigsberg', 'times_pick': False, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 36023, 'previews_and_openings': False}",OK
185,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-09T10:26:21.221Z', 'recurring_start_date': '2016-08-09T04:00:00.221Z', 'web_description': '<p>(PG, 1:48) The masterstroke of &#8220;The Little Prince,&#8221; Mark Osborne&#8217;s re-imagining of Antoine de Saint-Exup&#233;ry&#8217;s 1943 children&#8217;s classic, is its side-by-side use of two styles of animation. Today&#8217;s cold, corporate world, in which gray-faced hunched-over adults grimly slog through life, is depicted in severe, rectilinear computer graphics. The magical universe of Saint-Exup&#233;ry&#8217;s wistful poetic novella is rendered in stop-motion animation. The film is really a movie within a movie, in which the author&#8217;s delicate, fanciful story is folded into a harsh modernist fable about depersonalization and conformity in the contemporary workplace.</p>', 'event_name': '‘The Little Prince’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/the-little-prince-32530.html', 'event_id': 32530, 'long_running_show': False, 'critic_name': 'Stephen Holden', 'times_pick': True, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 36027, 'previews_and_openings': False}",OK
186,Copyright (c) 2016 The New York Times Company.  All Rights Reserved.,2404,"{'festival': False, 'last_modified': '2016-08-09T10:17:50.221Z', 'recurring_start_date': '2016-08-09T04:00:00.221Z', 'web_description': '<p>(No rating, 1:27) Taking a gentle, thoughtful look at the intersection of ethnicity and sexuality, Ray Yeung&#8217;s sensitive romance between a Chinese-American fashion stylist in New York City (Jake Choi) and a patriotic Beijing actor (James Chen) tugs lightly but insistently on the masks we wear in order to fit in.</p>', 'event_name': '‘Front Cover’', 'state': 'NY', 'event_detail_url': 'http://nytimes.com/events/movies/front-cover-32529.html', 'event_id': 32529, 'long_running_show': False, 'critic_name': 'Jeannette Catsoulis', 'times_pick': False, 'free': False, 'category': 'Movies', 'last_chance': False, 'kid_friendly': False, 'recur_days': ['mon', 'tue', 'wed', 'thu', 'fri', 'sat', 'sun'], 'event_schedule_id': 36030, 'previews_and_openings': False}",OK
